Week,Location,Day,Start Time,End Time
20-25; 27-33,ART 103,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
11,FIP 138,Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,ART 114,Mon;Wed,1899-12-30 11:30:00,1899-12-30 13:00:00
36,FIP 133,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
16,ART 281,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 15:00:00
1,ART 376,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
10,EME 2202,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
38,FIP 139,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,SCI 126,Thu,1899-12-30 18:30:00,1899-12-30 20:30:00
42,EME 1101,Tue,1899-12-30 8:00:00,1899-12-30 17:00:00
20-25; 27-33,FIP 124,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
31,SCI 128,Wed,1899-12-30 13:30:00,1899-12-30 17:00:00
35,ART 214,Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
15-Mar,ART 104,Tue,1899-12-30 14:00:00,1899-12-30 17:00:00
34,FIP 121,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,EME 2181,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
37,ART 203,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 0050,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
4,FIP 138,Mon,1899-12-30 15:30:00,1899-12-30 16:00:00
30,ART 219,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
20-25; 27-33,ART 219,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
10,LIB 303,Wed,1899-12-30 19:30:00,1899-12-30 21:00:00
34,EME 0050,Tue,1899-12-30 17:30:00,1899-12-30 21:30:00
28,ART 112,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
6,FIP 124,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
3; 5; 7; 9; 11; 13; 15,LIB L317,Thu,1899-12-30 9:30:00,1899-12-30 11:30:00
33,EME 1153,Thu,1899-12-30 7:30:00,1899-12-30 9:30:00
31,ART 102,Wed,1899-12-30 8:00:00,1899-12-30 10:00:00
16,FIP 121,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
15-May,ART 204,Mon,1899-12-30 16:00:00,1899-12-30 17:30:00
8,EME 2181,Tue,1899-12-30 11:00:00,1899-12-30 12:30:00
33,EME 1153,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
11,LIB 303,Fri,1899-12-30 7:00:00,1899-12-30 9:00:00
23-33,FIP 239,Fri,1899-12-30 15:30:00,1899-12-30 17:00:00
24,ART 382,Thu,1899-12-30 13:30:00,1899-12-30 15:00:00
34,FIP 129,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
45,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
28,EME 1202,Wed,1899-12-30 8:30:00,1899-12-30 9:00:00
17,SCI 396,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
27,ART 103,Tue,1899-12-30 14:00:00,1899-12-30 15:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
52,ART 376,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
8,ART 374,Fri,1899-12-30 8:30:00,1899-12-30 10:30:00
2,EME 2202,Tue,1899-12-30 8:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 365,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
15,ART 112,Wed,1899-12-30 16:00:00,1899-12-30 18:00:00
26,EME 2181,Fri,1899-12-30 7:00:00,1899-12-30 16:00:00
14,LIB L302,Wed,1899-12-30 17:30:00,1899-12-30 21:00:00
15-Mar,ART 374,Mon;Wed,1899-12-30 17:00:00,1899-12-30 18:30:00
20-25; 27-33,ART 214,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
27,SCI 396,Tue,1899-12-30 10:00:00,1899-12-30 11:00:00
4,EME 1101,Mon,1899-12-30 18:30:00,1899-12-30 20:30:00
12-Aug,EME 2202,Tue;Thu,1899-12-30 17:00:00,1899-12-30 19:00:00
16,ART 374,Wed,1899-12-30 12:30:00,1899-12-30 18:00:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-Mar,ART 366,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 208,Thu,1899-12-30 12:00:00,1899-12-30 13:30:00
20-25; 27-33,FIP 204,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
17,EME 2181,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
17,SCI 396,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
11,LIB L306,Thu,1899-12-30 15:30:00,1899-12-30 17:30:00
38,ART 108,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
10,EME 1121,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
34,FIP 121,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
5,EME 1153,Thu,1899-12-30 13:00:00,1899-12-30 14:30:00
2,ART 110,Fri,1899-12-30 8:30:00,1899-12-30 10:30:00
8,LIB L306,Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
15-Mar,FIP 204,Mon;Wed,1899-12-30 8:00:00,1899-12-30 9:30:00
1,FIP 140,Tue;Wed;Thu,1899-12-30 9:30:00,1899-12-30 17:00:00
35,ART 366,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
35,ART 203,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,EME 1153,Tue;Thu,1899-12-30 18:30:00,1899-12-30 20:00:00
29,ART 210,Mon,1899-12-30 17:00:00,1899-12-30 20:00:00
15-Mar,ART 112,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
16,EME 1121,Mon;Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
26,FIP 140,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
27,FIP 138,Mon,1899-12-30 17:00:00,1899-12-30 18:00:00
34,FIP 204,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
15-Apr,EME 1202,Fri,1899-12-30 18:00:00,1899-12-30 19:00:00
38,FIP 124,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 104,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 140,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
31,ART 374,Fri,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,EME 0050,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
15-Mar,EME 0050,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
30,ART 204,Thu,1899-12-30 14:00:00,1899-12-30 17:00:00
29,ART 110,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
11,ART 210,Fri,1899-12-30 15:00:00,1899-12-30 16:30:00
35,ART 215,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
21,ART 218,Fri,1899-12-30 10:00:00,1899-12-30 11:00:00
15-Mar,LIB L312,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
15-Mar,ART 214,Mon;Wed;Fri,1899-12-30 14:30:00,1899-12-30 15:30:00
15-Mar,ART 366,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
17,ART 106,Tue,1899-12-30 10:30:00,1899-12-30 12:00:00
20-25; 27-33,ART 219,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
15-Mar,ART 281,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
34,FIP 121,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
52,ART 365,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
30,ART 203,Tue,1899-12-30 11:00:00,1899-12-30 12:00:00
15-Mar,ART 219,Wed,1899-12-30 15:30:00,1899-12-30 18:30:00
17,ART 202,Mon;Tue;Thu,1899-12-30 9:00:00,1899-12-30 12:00:00
15-Mar,EME 2205,Tue,1899-12-30 11:30:00,1899-12-30 12:30:00
34-36,EME 2181,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,FIP 239,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
9,ART 210,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
23,FIP 138,Tue,1899-12-30 12:00:00,1899-12-30 14:00:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,FIP 121,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
35,ART 376,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
17,ART 202,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 12:00:00,1899-12-30 19:00:00
2,ART 374,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
36,ART 366,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
28,ART 204,Tue,1899-12-30 16:30:00,1899-12-30 20:00:00
2,ART 219,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,SCI 337,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
8,SCI 396,Tue,1899-12-30 15:30:00,1899-12-30 18:00:00
15-Mar,ART 206,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
38,FIP 140,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
17,ART 386,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
11,FIP 138,Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
52,ART 376,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 102,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 219,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
45; 52,SCI 247,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
22-33,FIP 121,Wed,1899-12-30 17:30:00,1899-12-30 20:00:00
1,ART 219,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,FIP 129,Thu,1899-12-30 17:00:00,1899-12-30 18:00:00
26,EME 2205,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
15-Mar,ART 210,Mon,1899-12-30 9:00:00,1899-12-30 12:00:00
20-25; 27-33,ART 206,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
25,FIP 250,Thu,1899-12-30 15:30:00,1899-12-30 18:30:00
15-Mar,ART 208,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
39-44,ART 218,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
15-Apr,FIP 140,Mon;Tue;Wed;Thu;Sun,1899-12-30 18:30:00,1899-12-30 22:00:00
14,ART 102,Mon,1899-12-30 9:30:00,1899-12-30 12:00:00
14,ART 374,Fri,1899-12-30 13:00:00,1899-12-30 16:00:00
26,ART 110,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
20-25; 27-33,EME 1153,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 12:30:00
36,FIP 204,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
52,ART 386,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 386,Mon;Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
17,FIP 138,Mon;Tue;Wed;Thu;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
30,FIP 138,Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
20,ART 203,Fri,1899-12-30 12:30:00,1899-12-30 16:00:00
34,EME 1101,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 210,Thu,1899-12-30 16:30:00,1899-12-30 20:00:00
20-25; 27-33,SCI 247,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
24,EME 0050,Fri,1899-12-30 13:00:00,1899-12-30 13:30:00
20-25; 27-33,FIP 204,Mon;Wed,1899-12-30 14:30:00,1899-12-30 15:30:00
17,FIP 124,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
34,FIP 129,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
11,ART 281,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
34,EME 1121,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
35,ART 204,Thu,1899-12-30 12:30:00,1899-12-30 16:30:00
11,ART 374,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
20-25; 27-33,ART 374,Wed;Fri,1899-12-30 15:30:00,1899-12-30 17:00:00
35,SCI 247,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
27,ART 374,Fri,1899-12-30 8:30:00,1899-12-30 10:00:00
15-Mar,ART 104,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
27,LIB L317,Wed,1899-12-30 16:30:00,1899-12-30 18:30:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
16-19,EME 1202,Fri,1899-12-30 15:00:00,1899-12-30 16:00:00
33,EME 1101,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
1,SCI 396,Mon;Tue;Wed;Thu;Fri,1899-12-30 13:00:00,1899-12-30 16:30:00
17,ART 206,Wed,1899-12-30 12:30:00,1899-12-30 19:00:00
7,EME 2181,Thu,1899-12-30 18:30:00,1899-12-30 20:00:00
20-25; 27-33,ART 215,Wed,1899-12-30 18:30:00,1899-12-30 21:30:00
16,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-May,ART 208,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
28,ART 106,Tue,1899-12-30 17:00:00,1899-12-30 20:00:00
34,LIB L306,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
15-May,SCI 247,Tue,1899-12-30 19:00:00,1899-12-30 20:00:00
2,LIB L312,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
4,ART 112,Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
1,ART 386,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ART 214,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,SCI 337,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
27,FIP 124,Thu,1899-12-30 19:00:00,1899-12-30 21:30:00
12,ART 206,Thu,1899-12-30 14:30:00,1899-12-30 15:30:00
16,ART 106,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
13,SCI 337,Tue,1899-12-30 15:00:00,1899-12-30 16:00:00
8,ART 102,Fri,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,LIB L306,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
28,FIP 138,Thu,1899-12-30 9:30:00,1899-12-30 13:30:00
36,ASC 140,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
47-52,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 103,Tue,1899-12-30 17:00:00,1899-12-30 19:00:00
26,EME 2141,Fri,1899-12-30 7:00:00,1899-12-30 16:00:00
1,ART 386,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 112,Mon;Wed;Thu;Fri;Sat,1899-12-30 17:00:00,1899-12-30 22:00:00
16,ART 365,Mon,1899-12-30 9:00:00,1899-12-30 11:00:00
15-Mar,EME 1101,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
10,SCI 396,Mon,1899-12-30 9:30:00,1899-12-30 11:00:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
28,EME 2202,Mon,1899-12-30 7:30:00,1899-12-30 18:30:00
20-25; 27-33,ASC 140,Mon;Wed,1899-12-30 17:00:00,1899-12-30 18:30:00
52,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
45,ART 376,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
16-18,FIP 239,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,EME 1202,Tue;Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 206,Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
39-44,ART 210,Mon;Thu,1899-12-30 8:30:00,1899-12-30 12:00:00
18,ART 202,Mon,1899-12-30 9:00:00,1899-12-30 17:00:00
34,ASC 140,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
10,LIB L317,Wed,1899-12-30 19:30:00,1899-12-30 21:00:00
16,ART 106,Mon,1899-12-30 13:00:00,1899-12-30 15:00:00
30,FIP 239,Tue,1899-12-30 12:30:00,1899-12-30 14:00:00
1,ART 202,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
28,LIB 303,Mon,1899-12-30 11:30:00,1899-12-30 13:00:00
3,ART 204,Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
31,ART 104,Thu,1899-12-30 14:30:00,1899-12-30 16:00:00
7,ART 382,Tue,1899-12-30 11:00:00,1899-12-30 12:00:00
37,FIP 204,Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 203,Mon;Wed,1899-12-30 10:00:00,1899-12-30 11:30:00
35,FIP 204,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
7,ART 110,Wed,1899-12-30 15:30:00,1899-12-30 18:00:00
6,LIB L306,Tue,1899-12-30 15:00:00,1899-12-30 17:00:00
20-25; 27-33,SCI 333,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
35,EME 2205,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
9,ASC 130,Mon,1899-12-30 18:30:00,1899-12-30 22:00:00
20-25; 27-33,EME 1151,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,EME 1151,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
16,ART 210,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
21; 23; 25; 27; 29; 31; 33,EME 2205,Fri,1899-12-30 16:30:00,1899-12-30 18:30:00
17,ART 204,Wed,1899-12-30 12:00:00,1899-12-30 17:00:00
20-25; 27-33,EME 1101,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,EME 1101,Mon,1899-12-30 8:30:00,1899-12-30 11:30:00
15-Mar,LIB L317,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
35,ART 203,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,SCI 128,Fri,1899-12-30 13:30:00,1899-12-30 17:30:00
10,ART 202,Fri,1899-12-30 11:00:00,1899-12-30 12:00:00
15-Mar,EME 1101,Thu,1899-12-30 11:00:00,1899-12-30 14:00:00
45-46,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
13,ART 382,Fri,1899-12-30 15:30:00,1899-12-30 17:30:00
15-Feb,LIB L305,Fri,1899-12-30 17:00:00,1899-12-30 22:00:00
20-25; 27-33,EME 1202,Thu,1899-12-30 15:30:00,1899-12-30 16:30:00
15,ART 382,Wed,1899-12-30 18:30:00,1899-12-30 20:30:00
30,ART 218,Wed,1899-12-30 10:00:00,1899-12-30 11:00:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-Mar,ART 110,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,FIP 204,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
1,ART 114,Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 8:00:00,1899-12-30 20:00:00
10,EME 1151,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
20-25; 27-33,ART 366,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
52,ART 365,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ASC 130,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
17,ART 382,Tue,1899-12-30 11:30:00,1899-12-30 14:00:00
20-25; 27-33,ART 281,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
17,ART 382,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,FIP 140,Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
35,LIB L302,Wed,1899-12-30 18:30:00,1899-12-30 22:00:00
15-Mar,ASC 140,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,SCI 247,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
25,FIP 124,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
2,ART 210,Mon;Tue;Wed,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 1101,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
9,ART 382,Wed,1899-12-30 15:30:00,1899-12-30 18:00:00
4,FIP 124,Tue,1899-12-30 11:30:00,1899-12-30 12:30:00
16,ART 386,Tue;Wed;Sat,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 110,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
17,FIP 129,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
24,ART 110,Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
36,SCI 396,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
8,SCI 247,Thu,1899-12-30 15:30:00,1899-12-30 18:00:00
31,FIP 121,Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
15-Mar,ART 102,Tue,1899-12-30 18:00:00,1899-12-30 21:00:00
10,EME 2202,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
3-15; 20-25; 27-33,EME 1153,Tue,1899-12-30 15:30:00,1899-12-30 17:00:00
5; 9; 14,ART 108,Mon,1899-12-30 17:00:00,1899-12-30 21:00:00
34,FIP 121,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,LIB L312,Tue;Thu,1899-12-30 17:30:00,1899-12-30 19:00:00
39,ART 206,Mon,1899-12-30 9:00:00,1899-12-30 11:00:00
15-Mar,ART 366,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
34,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
21-33,EME 1121,Thu,1899-12-30 19:00:00,1899-12-30 21:00:00
34,FIP 250,Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
14,EME 2205,Fri,1899-12-30 16:30:00,1899-12-30 18:30:00
20-25; 27-33,FIP 138,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
2,FIP 138,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
24,EME 1202,Fri,1899-12-30 17:00:00,1899-12-30 22:00:00
21,ART 203,Fri,1899-12-30 17:00:00,1899-12-30 18:30:00
30,ART 102,Mon,1899-12-30 15:30:00,1899-12-30 17:30:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
51-52,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
39-44,ART 210,Mon,1899-12-30 16:30:00,1899-12-30 17:30:00
20-25; 27-33,ART 202,Fri,1899-12-30 9:30:00,1899-12-30 12:30:00
15-Mar,EME 0050,Mon;Wed,1899-12-30 9:30:00,1899-12-30 10:30:00
15-Mar,LIB 303,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
29,ART 102,Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
44,EME 2111,Mon,1899-12-30 17:30:00,1899-12-30 20:30:00
15-Mar,ART 218,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,SCI 333,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
34,EME 1121,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,LIB L305,Wed;Fri,1899-12-30 12:30:00,1899-12-30 14:00:00
37,EME 2181,Mon,1899-12-30 13:00:00,1899-12-30 17:00:00
2,LIB L312,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
1,ART 106,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
28,LIB L304,Wed,1899-12-30 11:00:00,1899-12-30 12:30:00
25,ART 110,Tue,1899-12-30 15:30:00,1899-12-30 18:00:00
52,ART 376,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 103,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
27,SCI 396,Wed,1899-12-30 18:00:00,1899-12-30 21:00:00
16,LIB L302,Thu,1899-12-30 8:00:00,1899-12-30 18:00:00
